idx_new,new_full_species,key_to_merge,n_repeat,new_author,new_species,new_epithet,Unmatched_terms,new_genus,iucn_status
870,Sedum niveum Davidson,['1438049'],1,Davidson,Sedum niveum,niveum,,Sedum,Not assessed
871,Sedum obtusatum A.Gray,['1438052'],1,A.Gray,Sedum obtusatum,obtusatum,,Sedum,Not assessed
872,Sedum pulchellum Michx.,['1438056'],1,Michx.,Sedum pulchellum,pulchellum,,Sedum,Not assessed
873,Smilax bona-nox L.,['1438352'],1,L.,Smilax bona-nox,bona-nox,L.,Smilax,Not assessed
874,Smilax glauca Walter,['1438354'],1,Walter,Smilax glauca,glauca,,Smilax,Not assessed
875,Smilax laurifolia L.,['1438358'],1,L.,Smilax laurifolia,laurifolia,,Smilax,Not assessed
876,Stanleya pinnata (Pursh) Britton,['1438616'],1,(Pursh) Britton,Stanleya pinnata,pinnata,,Stanleya,Not assessed
877,Tagetes lemmonii A.Gray,"['1438868', '1522375']",2,A.Gray,Tagetes lemmonii,lemmonii,,Tagetes,Not assessed
878,Tradescantia crassifolia Cav.,['1439145'],1,Cav.,Tradescantia crassifolia,crassifolia,,Tradescantia,Not assessed
879,Xylococcus bicolor Nutt.,['1439703'],1,Nutt.,Xylococcus bicolor,bicolor,,Xylococcus,Not assessed
880,Brodiaea elegans Hoover,['1440273'],1,Hoover,Brodiaea elegans,elegans,,Brodiaea,Not assessed
881,Calochortus eurycarpus S.Watson,['1440412'],1,S.Watson,Calochortus eurycarpus,eurycarpus,,Calochortus,Not assessed
882,Calochortus gunnisonii S.Watson,['1440416'],1,S.Watson,Calochortus gunnisonii,gunnisonii,,Calochortus,Not assessed
883,Calochortus leichtlinii Hook.f.,['1440423'],1,Hook.f.,Calochortus leichtlinii,leichtlinii,,Calochortus,Not assessed
884,Calochortus luteus Douglas ex Lindl.,['1440425'],1,Douglas ex Lindl.,Calochortus luteus,luteus,,Calochortus,Not assessed
885,Calochortus splendens Douglas ex Benth.,['1440440'],1,Douglas ex Benth.,Calochortus splendens,splendens,,Calochortus,Not assessed
886,Calochortus tolmiei Hook. & Arn.,['1440446'],1,Hook. & Arn.,Calochortus tolmiei,tolmiei,,Calochortus,Not assessed
887,Oenothera hartwegii Benth.,['1440476'],1,Benth.,Oenothera hartwegii,hartwegii,,Oenothera,Not assessed
888,Chaerophyllum tainturieri Hook. & Arn.,['1441099'],1,Hook. & Arn.,Chaerophyllum tainturieri,tainturieri,,Chaerophyllum,Not assessed
889,Cirsium altissimum (L.) Spreng.,['1441349'],1,(L.) Spreng.,Cirsium altissimum,altissimum,,Cirsium,Not assessed
890,Cirsium horridulum Michx.,['1441375'],1,Michx.,Cirsium horridulum,horridulum,,Cirsium,Not assessed
891,Cirsium texanum Buckley,['1441410'],1,Buckley,Cirsium texanum,texanum,,Cirsium,Not assessed
892,Diervilla sessilifolia Buckley,['1442541'],1,Buckley,Diervilla sessilifolia,sessilifolia,,Diervilla,Not assessed
893,Senegalia berlandieri (Benth.) Britton & Rose,['1442833'],1,(Benth.) Britton & Rose,Senegalia berlandieri,berlandieri,,Senegalia,LC
894,Elephantopus elatus Bertol.,['1442865'],1,Bertol.,Elephantopus elatus,elatus,,Elephantopus,Not assessed
895,Acacia redolens Maslin,['1444049'],1,Maslin,Acacia redolens,redolens,,Acacia,LC
896,Vachellia rigidula (Benth.) Seigler & Ebinger,['1444156'],1,(Benth.) Seigler & Ebinger,Vachellia rigidula,rigidula,,Vachellia,LC
897,Hackelia velutina (Piper) I.M.Johnst.,['1444195'],1,(Piper) I.M.Johnst.,Hackelia velutina,velutina,,Hackelia,Not assessed
898,Haplophyton crooksii (L.D.Benson) L.D.Benson,['1444216'],1,(L.D.Benson) L.D.Benson,Haplophyton crooksii,crooksii,,Haplophyton,Not assessed
899,Aextoxicon punctatum Ruiz & Pav.,['1447962'],1,Ruiz & Pav.,Aextoxicon punctatum,punctatum,,Aextoxicon,LC
900,Lithops aucampiae L.Bolus,['1449139'],1,L.Bolus,Lithops aucampiae,aucampiae,,Lithops,Not assessed
901,Lithops olivacea L.Bolus,['1449149'],1,L.Bolus,Lithops olivacea,olivacea,,Lithops,Not assessed
902,Cyrtanthus elatus (Jacq.) Traub,['1453004'],1,(Jacq.) Traub,Cyrtanthus elatus,elatus,,Cyrtanthus,Not assessed
903,Guatteria aeruginosa Standl.,['1455408'],1,Standl.,Guatteria aeruginosa,aeruginosa,,Guatteria,LC
904,Dischidia ovata Benth.,['1460343'],1,Benth.,Dischidia ovata,ovata,,Dischidia,Not assessed
905,Trachelospermum asiaticum (Siebold & Zucc.) Nakai,['1463177'],1,(Siebold & Zucc.) Nakai,Trachelospermum asiaticum,asiaticum,,Trachelospermum,Not assessed
906,Alocasia baginda Kurniawan & P.C.Boyce,['1464023'],1,Kurniawan & P.C.Boyce,Alocasia baginda,baginda,,Alocasia,Not assessed
907,Alocasia lauterbachiana (Engl.) A.Hay,['1464054'],1,(Engl.) A.Hay,Alocasia lauterbachiana,lauterbachiana,,Alocasia,Not assessed
908,Alocasia reginula A.Hay,['1464075'],1,A.Hay,Alocasia reginula,reginula,,Alocasia,Not assessed
909,Alocasia wentii Engl. & K.Krause,['1464086'],1,Engl. & K.Krause,Alocasia wentii,wentii,,Alocasia,Not assessed
910,Alocasia zebrina G.W.Johnson & R.Hogg,['1464088'],1,G.W.Johnson & R.Hogg,Alocasia zebrina,zebrina,,Alocasia,Not assessed
911,Anthurium clarinervium Matuda,['1464459'],1,Matuda,Anthurium clarinervium,clarinervium,,Anthurium,Not assessed
912,Anthurium faustomirandae Pérez-Farr. & Croat,['1464567'],1,Pérez-Farr. & Croat,Anthurium faustomirandae,faustomirandae,,Anthurium,Not assessed
913,Anthurium salvinii Hemsl.,['1465016'],1,Hemsl.,Anthurium salvinii,salvinii,,Anthurium,Not assessed
914,Anthurium schlechtendalii Kunth,['1465026'],1,Kunth,Anthurium schlechtendalii,schlechtendalii,,Anthurium,Not assessed
915,Anthurium veitchii Mast.,['1465149'],1,Mast.,Anthurium veitchii,veitchii,,Anthurium,Not assessed
916,Anthurium warocqueanum T.Moore,['1465170'],1,T.Moore,Anthurium warocqueanum,warocqueanum,,Anthurium,Not assessed
917,Wodyetia bifurcata A.K.Irvine,['1470435'],1,A.K.Irvine,Wodyetia bifurcata,bifurcata,,Wodyetia,LR/cd
918,Cereus forbesii C.F.Först.,['1486475'],1,C.F.Först.,Cereus forbesii,forbesii,,Cereus,Not assessed
919,Cereus hildmannianus (F.Ritter ex R.Kiesling) N.P.Taylor,['1486501'],1,(F.Ritter ex R.Kiesling) N.P.Taylor,Cereus hildmannianus,uruguayanus,,Cereus,Not assessed
920,Coryphantha elephantidens (Lem.) Lem.,['1486655'],1,(Lem.) Lem.,Coryphantha elephantidens,elephantidens,,Coryphantha,LC
921,Pilosocereus chrysostele (Vaupel) Byles & G.D.Rowley,['1488001'],1,(Vaupel) Byles & G.D.Rowley,Pilosocereus chrysostele,chrysostele,,Pilosocereus,NT
922,Pilosocereus pachycladus F.Ritter,['1488026'],1,F.Ritter,Pilosocereus pachycladus,pachycladus,,Pilosocereus,LC
923,Stenocactus multicostatus (Daul) A.Berger,['1488206'],1,(Daul) A.Berger,Stenocactus multicostatus,multicostatus,,Stenocactus,DD
924,Tephrocactus alexanderi (Britton & Rose) Backeb.,['1488285'],1,(Britton & Rose) Backeb.,Tephrocactus alexanderi,geometricus,,Tephrocactus,Not assessed
925,Pterocephalus pterocephala (L.) Dörfl.,['1491513'],1,(L.) Dörfl.,Pterocephalus pterocephala,perennis,,Pterocephalus,Not assessed
926,Maytenus ilicifolia Mart. ex Reissek,['1494482'],1,Mart. ex Reissek,Maytenus ilicifolia,ilicifolia,,Maytenus,Not assessed
927,Cyanotis somaliensis C.B.Clarke,['1497434'],1,C.B.Clarke,Cyanotis somaliensis,somaliensis,,Cyanotis,Not assessed
928,Tradescantia sillamontana Matuda,['1497667'],1,Matuda,Tradescantia sillamontana,sillamontana,,Tradescantia,Not assessed
929,Senecio minimus Poir.,['1506976'],1,Poir.,Senecio minimus,minimus,,Senecio,Not assessed
930,Leptinella potentillina F.Muell.,['1513780'],1,F.Muell.,Leptinella potentillina,potentillina,,Leptinella,Not assessed
931,Leucophyta brownii Cass.,['1514035'],1,Cass.,Leucophyta brownii,brownii,,Leucophyta,Not assessed
932,Crassothonna capensis (L.H.Bailey) B.Nord.,['1516297'],1,(L.H.Bailey) B.Nord.,Crassothonna capensis,capensis,,Crassothonna,Not assessed
933,Rhodanthe chlorocephala (Turcz.) Paul G.Wilson,['1518683'],1,(Turcz.) Paul G.Wilson,Rhodanthe chlorocephala,chlorocephala,,Rhodanthe,Not assessed
934,Tagetes lunulata Ortega,['1522377'],1,Ortega,Tagetes lunulata,lunulata,,Tagetes,Not assessed
935,Sedum adolphi Raym.-Hamet,"['1529081', '1529265']",2,Raym.-Hamet,Sedum adolphi,adolphi,,Sedum,Not assessed
936,Sedum allantoides Rose,['1529084'],1,Rose,Sedum allantoides,allantoides,,Sedum,Not assessed
937,Sedum burrito Moran,['1529107'],1,Moran,Sedum burrito,burrito,,Sedum,Not assessed
938,Sedum clavatum R.T.Clausen,['1529124'],1,R.T.Clausen,Sedum clavatum,clavatum,,Sedum,Not assessed
939,Hylotelephium cyaneum (Rudolph) H.Ohba,['1529144'],1,(Rudolph) H.Ohba,Hylotelephium cyaneum,cyaneum,,Hylotelephium,Not assessed
940,Sedum kimnachii V.V.Byalt,['1529148'],1,V.V.Byalt,Sedum kimnachii,decumbens,,Sedum,Not assessed
941,Sedum furfuraceum Moran,['1529179'],1,Moran,Sedum furfuraceum,furfuraceum,,Sedum,Not assessed
942,Sedum hernandezii J.Meyrán,['1529205'],1,J.Meyrán,Sedum hernandezii,hernandezii,,Sedum,Not assessed
943,Sedum japonicum Siebold ex Miq.,['1529212'],1,Siebold ex Miq.,Sedum japonicum,japonicum,,Sedum,Not assessed
944,Sedum makinoi Maxim.,['1529242'],1,Maxim.,Sedum makinoi,makinoi,,Sedum,Not assessed
945,Sedum praealtum A.DC.,['1529305'],1,A.DC.,Sedum praealtum,praealtum,,Sedum,Not assessed
946,Sedum x rubrotinctum R.T.Clausen,['1529328'],1,R.T.Clausen,Sedum x rubrotinctum,rubrotinctum,,Sedum,Not assessed
947,Carex punicea K.A.Ford,['1535203'],1,K.A.Ford,Carex punicea,rubra,,Carex,Not assessed
948,Empetrum rubrum Vahl ex Willd.,['1538569'],1,Vahl ex Willd.,Empetrum rubrum,rubrum,,Empetrum,Not assessed
949,Acalypha macrostachya Jacq.,['1542499'],1,Jacq.,Acalypha macrostachya,macrostachya,,Acalypha,LC
950,Pelargonium echinatum Curtis,['1550658'],1,Curtis,Pelargonium echinatum,echinatum,,Pelargonium,Not assessed
951,Pelargonium sidoides DC.,['1550785'],1,DC.,Pelargonium sidoides,sidoides,,Pelargonium,LC
952,Pelargonium tomentosum Jacq.,['1550799'],1,Jacq.,Pelargonium tomentosum,tomentosum,,Pelargonium,Not assessed
953,Senegalia brevispica (Harms) Seigler & Ebinger,['1568056'],1,(Harms) Seigler & Ebinger,Senegalia brevispica,brevispica,,Senegalia,LC
954,Vachellia caven (Molina) Seigler & Ebinger,['1568102'],1,(Molina) Seigler & Ebinger,Vachellia caven,caven,,Vachellia,LC
955,Acacia cognata Domin,['1568134'],1,Domin,Acacia cognata,cognata,,Acacia,LC
956,Acacia confluens Maiden & Blakely,['1568144'],1,Maiden & Blakely,Acacia confluens,confluens,,Acacia,LC
957,Dalbergia retusa Hemsl.,['1576296'],1,Hemsl.,Dalbergia retusa,retusa,,Dalbergia,CR
958,Neltuma pallida (Humb. & Bonpl. ex Willd.) C.E.Hughes & G.P.Lewis,['1584568'],1,(Humb. & Bonpl. ex Willd.) C.E.Hughes & G.P.Lewis,Neltuma pallida,pallida,,Neltuma,LC
959,Cedrela fissilis Vell.,['1600531'],1,Vell.,Cedrela fissilis,fissilis,,Cedrela,VU
960,Nepenthes mirabilis (Lour.) Druce,['1608001'],1,(Lour.) Druce,Nepenthes mirabilis,mirabilis,,Nepenthes,LC
961,Nepenthes x neglecta Macfarl.,['1608003'],1,Macfarl.,Nepenthes x neglecta,neglecta,,Nepenthes,Not assessed
962,Nothofagus betuloides (Mirb.) Oerst.,['1608023'],1,(Mirb.) Oerst.,Nothofagus betuloides,betuloides,,Nothofagus,LC
963,Nothofagus dombeyi (Mirb.) Oerst.,['1608027'],1,(Mirb.) Oerst.,Nothofagus dombeyi,dombeyi,,Nothofagus,LC
964,Nothofagus nitida (Phil.) Krasser,['1608034'],1,(Phil.) Krasser,Nothofagus nitida,nitida,,Nothofagus,LC
965,Nymphaea rubra Roxb. ex Andrews,['1608440'],1,Roxb. ex Andrews,Nymphaea rubra,rubra,,Nymphaea,LC
966,Dendrobium anosmum Lindl.,['1617292'],1,Lindl.,Dendrobium anosmum,anosmum,,Dendrobium,Not assessed
967,Dendrobium kingianum Bidwill ex Lindl.,['1617904'],1,Bidwill ex Lindl.,Dendrobium kingianum,kingianum,,Dendrobium,Not assessed
968,Dendrobium munificum (Finet) Schltr.,['1618100'],1,(Finet) Schltr.,Dendrobium munificum,munificum,,Dendrobium,Not assessed
969,Dendrobium thyrsiflorum B.S.Williams,['1618570'],1,B.S.Williams,Dendrobium thyrsiflorum,thyrsiflorum,,Dendrobium,Not assessed
970,Dendrobium victoriae-reginae Loher,['1618661'],1,Loher,Dendrobium victoriae-reginae,victoriae-reginae,,Dendrobium,Not assessed
971,Erycina pusilla (L.) N.H.Williams & M.W.Chase,['1621823'],1,(L.) N.H.Williams & M.W.Chase,Erycina pusilla,pusilla,,Erycina,Not assessed
972,"Adlumia fungosa (Aiton) Britton, Sterns & Poggenb.",['1638998'],1,"(Aiton) Britton, Sterns & Poggenb.",Adlumia fungosa,fungosa,,Adlumia,Not assessed
973,Peperomia albovittata C.DC.,['1643184'],1,C.DC.,Peperomia albovittata,albovittata,,Peperomia,CR
974,Peperomia clusiifolia (Jacq.) Hook.,['1643341'],1,(Jacq.) Hook.,Peperomia clusiifolia,clusiifolia,,Peperomia,Not assessed
975,Peperomia columella Rauh & Hutchison,['1643349'],1,Rauh & Hutchison,Peperomia columella,columella,,Peperomia,Not assessed
976,Peperomia ferreyrae Yunck.,['1643491'],1,Yunck.,Peperomia ferreyrae,ferreyrae,,Peperomia,Not assessed
977,Peperomia graveolens Rauh & Barthlott,['1643553'],1,Rauh & Barthlott,Peperomia graveolens,graveolens,,Peperomia,VU
978,Peperomia maculosa (L.) Hook.,['1643690'],1,(L.) Hook.,Peperomia maculosa,maculosa,,Peperomia,Not assessed
979,Peperomia pecuniifolia Trel. & Standl.,['1643819'],1,Trel. & Standl.,Peperomia pecuniifolia,pecuniifolia,,Peperomia,Not assessed
980,Peperomia polybotrya Kunth,['1643866'],1,Kunth,Peperomia polybotrya,polybotrya,,Peperomia,Not assessed
981,Peperomia prostrata B.S.Williams ex Mast. & T.Moore,['1643887'],1,B.S.Williams ex Mast. & T.Moore,Peperomia prostrata,prostrata,,Peperomia,Not assessed
982,Peperomia tetragona Ruiz & Pav.,['1644145'],1,Ruiz & Pav.,Peperomia tetragona,tetragona,,Peperomia,Not assessed
983,Peperomia verticillata (L.) A.Dietr.,['1644223'],1,(L.) A.Dietr.,Peperomia verticillata,verticillata,,Peperomia,Not assessed
984,Lomatia ferruginea (Cav.) R.Br.,['1662426'],1,(Cav.) R.Br.,Lomatia ferruginea,ferruginea,,Lomatia,LC
985,Anemone pavoniana Boiss.,['1663341'],1,Boiss.,Anemone pavoniana,pavoniana,,Anemone,Not assessed
986,Eriocapitella tomentosa (Maxim.) Christenh. & Byng,['1663381'],1,(Maxim.) Christenh. & Byng,Eriocapitella tomentosa,tomentosa,,Eriocapitella,Not assessed
987,Eumachia haematocarpa (Standl.) C.M.Taylor & Razafim.,['1675513'],1,(Standl.) C.M.Taylor & Razafim.,Eumachia haematocarpa,haematocarpa,,Eumachia,Not assessed
988,Angostura granulosa (Kallunki) Kallunki,['1682159'],1,(Kallunki) Kallunki,Angostura granulosa,granulosa,,Angostura,LC
989,Smilax excelsa L.,['1689963'],1,L.,Smilax excelsa,excelsa,,Smilax,Not assessed
990,Coussapoa villosa Poepp. & Endl.,['1694631'],1,Poepp. & Endl.,Coussapoa villosa,villosa,,Coussapoa,LC
991,Cyphostemma cyphopetalum (Fresen.) Desc. ex Wild & R.B.Drumm.,['1697960'],1,(Fresen.) Desc. ex Wild & R.B.Drumm.,Cyphostemma cyphopetalum,cyphopetalum,,Cyphostemma,Not assessed
992,Cyphostemma juttae (Dinter & Gilg) Desc.,['1697991'],1,(Dinter & Gilg) Desc.,Cyphostemma juttae,juttae,,Cyphostemma,LC
993,Cyphostemma serpens (Hochst. ex A.Rich.) Desc.,['1698065'],1,(Hochst. ex A.Rich.) Desc.,Cyphostemma serpens,serpens,,Cyphostemma,LC
994,Nepenthes alata Blanco,['1711751'],1,Blanco,Nepenthes alata,alata,,Nepenthes,LC
995,Nepenthes truncata Macfarl.,['1711753'],1,Macfarl.,Nepenthes truncata,truncata,,Nepenthes,EN
996,Lavandula spp.,['1711775'],1,L.,Lavandula spp.,,spp.,Lavandula,Not assessed
997,Aphelandra aurantiaca (Scheidw.) Lindl.,['1711873'],1,(Scheidw.) Lindl.,Aphelandra aurantiaca,aurantiaca,,Aphelandra,Not assessed
998,Guatteria dolichopoda Donn.Sm.,['1712003'],1,Donn.Sm.,Guatteria dolichopoda,dolichopoda,,Guatteria,LC
999,Stenanona costaricensis R.E.Fr.,['1712019'],1,R.E.Fr.,Stenanona costaricensis,costaricensis,,Stenanona,LC
1000,Didymopanax morototoni (Aubl.) Decne. & Planch.,['1712365'],1,(Aubl.) Decne. & Planch.,Didymopanax morototoni,morototoni,,Didymopanax,LC
1001,Bourreria andrieuxii (A.DC.) Hemsl.,['1713198'],1,(A.DC.) Hemsl.,Bourreria andrieuxii,andrieuxii,,Bourreria,LC
1002,Bourreria costaricensis (Standl.) A.H.Gentry,['1713199'],1,(Standl.) A.H.Gentry,Bourreria costaricensis,costaricensis,,Bourreria,LC
1003,Alibertia edulis (Rich.) A.Rich. ex DC.,['1717570'],1,(Rich.) A.Rich. ex DC.,Alibertia edulis,edulis,,Alibertia,LC
1004,Senegalia senegal (L.) Britton,['1718287'],1,(L.) Britton,Senegalia senegal,senegalensis,,Senegalia,Not assessed
